汪汪队立大功第一季1-50,#genre#
第44集 狗狗拯救飞机,https://s138.ananas.chaoxing.com/sv-w9/video/ac/f4/0c/a0c1dc8a545434c9fac5ac872376a9ac/sd.mp4?at_=1705958415227&ak_=4bcc9a4feeaa936c04adb18d05758048&ad_=ae73ddb7013e2bcac53cbbd1184d1d89
第43集 狗狗拯救滑翔兄弟,https://s138.ananas.chaoxing.com/sv-w7/video/42/52/00/4d9ade0dbc135ca4eef4185829cc8227/sd.mp4?at_=1705958417739&ak_=cd18c0fe4e41dbc35bef8c2da064f19c&ad_=8e28703d82ac7eeb72b4cba41d288733
第42集 狗狗的冬季奇幻秀,https://s138.ananas.chaoxing.com/sv-w8/video/45/08/50/0be946cc7c91ee2cd07a37618eacff12/sd.mp4?at_=1705958420262&ak_=b419b70096824bf9b17883b2f751f6f2&ad_=60db53b30dfd55e10ea45c4aa44a538f
第41集 人鱼狗的海底救援,https://s138.ananas.chaoxing.com/sv-w9/video/7d/50/bb/ee232ad1cdcc0d3fa691e8a6e0586f36/sd.mp4?at_=1705958422809&ak_=dde7d1c7125ecf9ae724113cc30d8a07&ad_=d1774c03891b71696b650bb576cd96ae
第40集 鹦鹉来帮忙,https://s138.ananas.chaoxing.com/sv-w8/video/64/31/95/4a90ae26d26da3e664813e8683b3e78a/sd.mp4?at_=1705958425290&ak_=f28b1a31b8868d6cc1408281d026f27c&ad_=df5a3efbebb69a8e023be6751eb2f277
第39集 臭鼬别喷我,https://s138.ananas.chaoxing.com/sv-w9/video/0b/15/34/c20036d5f3c5988735dc1abea06d083b/sd.mp4?at_=1705958427818&ak_=46fb3fbbe204aa713491767b141695d1&ad_=0ac65a7c73741fd04447d0fe001ee6d8
第38集 受困的鲸宝宝,https://s138.ananas.chaoxing.com/sv-w8/video/c3/ce/78/e22ded3a909c3a4b1a26c3bdf61ab2c5/sd.mp4?at_=1705958433229&ak_=622b305f0d0f48ca3f7606dffad7c600&ad_=c30bbbd01236a9d36fd6e10795b97fff
第37集 狗狗拯救太空玩具,https://s138.ananas.chaoxing.com/sv-w9/video/97/97/b5/ea53d64f2d5f08316abc5b69ea0c44ab/sd.mp4?at_=1705958430707&ak_=24d08f183edf00af506d92e02321b910&ad_=742ef51beeab30e50a18a792d844c5da
第36集 巨大的蔬菜,https://s138.ananas.chaoxing.com/sv-w9/video/61/fd/a6/78dac8b2cbb1b7cc29187ddb2622cc9c/sd.mp4?at_=1705958435746&ak_=05ba6c2cbfda4fe77bdb5c78bf08780c&ad_=bc64db38e224baae3b65f998865080e0
第35集 狗狗拯救冲浪小猪,https://s138.ananas.chaoxing.com/sv-w8/video/cd/b2/10/b7b12eeb24837c4ed66be029371d89df/sd.mp4?at_=1705958438260&ak_=0944508a5717775a17a1242e939b6092&ad_=c75d6450ee34cc616f9964827493c585
第34集 狗狗做果酱,https://s138.ananas.chaoxing.com/sv-w9/video/d6/44/e9/0c9ebb985454bf82937aa0265cc7983c/sd.mp4?at_=1705958440782&ak_=afdfcbc5b2a03ab3be31fa8607ce75bf&ad_=46547ea4088beafeaa35d41430a9e5d4
第33集 狗狗拯救运动会,https://s138.ananas.chaoxing.com/sv-w7/video/c6/1e/78/8b01f2a10204b3b0fb85c4f5feebd9a4/sd.mp4?at_=1705958443305&ak_=926877fe2ea4c40b362c75ccf4cd98bf&ad_=fd87505ccfb98ebc831cdd3e2a327640
第32集 全明星狗狗,https://s138.ananas.chaoxing.com/sv-w7/video/ca/b8/c6/79b155f50489dca0cc26c63a9736650c/sd.mp4?at_=1705958445829&ak_=e9dff81d4f07d2d3323b3119533bdfd4&ad_=09a3f7ead6577f22ddd71fe469387d26
第31集 拯救市长的郁金香,https://s138.ananas.chaoxing.com/sv-w7/video/7b/74/6b/10cb637be418b470670cabf52c2bf017/sd.mp4?at_=1705958448353&ak_=99d94213dc643d2255189b50e1a966c7&ad_=fa9ad97525203e7487763181e56f04cd
第30集 丹妮的熊熊危机,https://s138.ananas.chaoxing.com/sv-w7/video/5e/67/50/7fe1d3ddef18de1b80915a1e3adefc6c/sd.mp4?at_=1705958450899&ak_=6fc927121ce2b7d94898923e91f695cf&ad_=fd19763bdf4493ca7dc134f017936117
第29集 新队友小克,https://s138.ananas.chaoxing.com/sv-w8/video/d4/35/ec/f34cea40498c48c4bdce904510e65d62/sd.mp4?at_=1705958453391&ak_=887956c2ef04789185ffcad6cb14190a&ad_=d1b9fa6b0121aa7f38a032e1d24fdd08
第28集 狗狗拯救电影节,https://s138.ananas.chaoxing.com/sv-w9/video/8a/09/36/4619536f14d7f096a8039fba230a236f/sd.mp4?at_=1705958455903&ak_=fca321cd728dd3d57632dff5d1a435b0&ad_=bbecae1876fc01cad7ff35f2b53450ce
第27集 狗狗拯救机器恐龙,https://s138.ananas.chaoxing.com/sv-w7/video/09/de/0f/62680f6fb1acbb8b4bb7640f282a1631/sd.mp4?at_=1705958458418&ak_=7ce5e77231ee9246fdf49dcadae473f8&ad_=82f343c2ef890a1f9850a9d30f2634a3
第26集 狗狗拯救小马,https://s138.ananas.chaoxing.com/sv-w8/video/0f/0d/13/9f70624a86e77e1fd6c3fe19b4a7427e/sd.mp4?at_=1705958500909&ak_=49ae4e835def63b7f9f3ef046b17a1b9&ad_=3d374fc33551d8758f8d7e36ceab3aab
第25集 狗狗拯救老喷泉,https://s138.ananas.chaoxing.com/sv-w9/video/26/e0/05/fb7c70ff7bc7d6d274cae1ee03af97ef/sd.mp4?at_=1705958503155&ak_=4923a49a453cf000b36ff1c8d8395274&ad_=33da9552d21ed25650a9e1db6ee2948e
第24集 狗狗拯救蓝歌鸲,https://s138.ananas.chaoxing.com/sv-w8/video/b6/2d/c6/62472a53367d85a5c9d4b96b624581ec/sd.mp4?at_=1705958505941&ak_=94e282ce85d6aa51bc9e53085557d2b2&ad_=f5f4ac74779d2e3d569c9602cc8264f9
第23集 狗狗拯救校车,https://s138.ananas.chaoxing.com/sv-w9/video/1d/e3/25/e80d96e2fee4c6160ccefe11a2bd52e2/sd.mp4?at_=1705958508448&ak_=b950440353c1049ed322466ec4c457ec&ad_=289926a11e4e9c23b0b5475d89d9990b
第22集 披的羊皮的狗,https://s138.ananas.chaoxing.com/sv-w8/video/76/f2/6d/9cdbaa2eca43d4e7edcd8284bd8a1371/sd.mp4?at_=1705958510966&ak_=99b32ebf7e9af838527459f39db5ebef&ad_=0c41fffdf65b777874cee3311df2430e
第21集 狗狗拯救北极熊,https://s138.ananas.chaoxing.com/sv-w8/video/03/ab/a5/48774be00c3c94b17e76d86bcc55b2d4/sd.mp4?at_=1705958513485&ak_=082ae3a5e8273da904646bfc6d0ca07f&ad_=c33fb3176d7f196532a1aa4faf8e532a
第20集 太空猴任务,https://s138.ananas.chaoxing.com/sv-w7/video/3e/4f/ab/dcd57857b22a4eb4bf91fa29cc5a9812/sd.mp4?at_=1705958515992&ak_=744619658cec13a39b2151b716a99393&ad_=71e0273586e45f5aae4eea5e4b20cf79
第19集 狗狗拯救臭臭花,https://s138.ananas.chaoxing.com/sv-w9/video/20/11/fc/fce7cdb66cd39343b93f471e12dc1101/sd.mp4?at_=1705958518502&ak_=1c912d49e724fa0b47d68e3b8edd2515&ad_=d6ae7238ba9018c4b8030b1ee22a0ce8
第18集 狗狗拯救三只小猪,https://s138.ananas.chaoxing.com/sv-w9/video/54/d1/4a/ae22706e35bcd0a5dfd1a232fd495271/sd.mp4?at_=1705958521028&ak_=c611d94070126b5b18480b31ba62072d&ad_=b053e21c157fbb44acaad274515e2095
第17集 狗狗拯救火龙,https://s138.ananas.chaoxing.com/sv-w7/video/1f/6d/cd/ed7898f591ebf1333a3b45b7608011e8/sd.mp4?at_=1705958523552&ak_=ea6477c87bad44e6bea15cde879c0149&ad_=ed07451e2076da88c4901f107db9cf6c
第16集 爱修理的机器狗,https://s138.ananas.chaoxing.com/sv-w8/video/21/44/fc/e4227dabb2a40cae25876236cfe1dc77/sd.mp4?at_=1705958526074&ak_=d5f32f89897cf2d550a405f0e3c9579f&ad_=3fdf7b3c8a39f2bd5e06f5afd02d8181
第15集 狗狗拯救大胆哥,https://s138.ananas.chaoxing.com/sv-w8/video/b7/67/38/511face13964a3023789ccd3ca62366a/sd.mp4?at_=1705958528603&ak_=dc7d88e6b9dd91944116653881b03a45&ad_=6365fcc9b560518fe8ab49ca4575e439
第14集 狗狗拯救阿波罗,https://s138.ananas.chaoxing.com/sv-w8/video/8a/14/97/9651528630efa01b818ba79abd44b1a9/sd.mp4?at_=1705958531126&ak_=798f54c1eae5392e5ab31f94cb881de3&ad_=4392ac884cd5cd7a7fd4867a81a7d25e
第三季 第13集 狗狗拯救河马,https://s138.ananas.chaoxing.com/sv-w7/video/5e/ce/0c/f45c8e9c74d69a5195840ff32f8b7efc/sd.mp4?at_=1705958533640&ak_=0e0a04b7dbbf4eca052520e7fa172d7f&ad_=ad2503b130ca625fc3381b2a517dae36
第12集 狗狗拯救友谊日（下）,https://s138.ananas.chaoxing.com/sv-w8/video/ad/47/90/e813c50c9610c28e041b1cf76df427fb/sd.mp4?at_=1705958536155&ak_=06d17891730343dab68dc316f28402bf&ad_=7c510b714331d780ce49b8a504c4c7ca
第11集 狗狗拯救友谊日（上）,https://s138.ananas.chaoxing.com/sv-w9/video/9f/9a/79/d0979eea512cd716bba305417f83e469/sd.mp4?at_=1705958538806&ak_=cfd8b76a24ea07cbc28775af77329692&ad_=2456e252cef3fdf4a68ae21a7ec577a0
第10集 空中狗狗部队（下）,https://s138.ananas.chaoxing.com/sv-w8/video/7d/01/a3/6da3765a31633944ea8f8ceef525c82d/sd.mp4?at_=1705958541183&ak_=4bece3bdbaf32cd7ac888e20d34a927a&ad_=e9a043d175cc2315b69017251edbb78a
第9集 空中狗狗部队（上）,https://s138.ananas.chaoxing.com/sv-w8/video/0c/b9/48/b4564eac4ec69c1939d7bdaeedf7c36f/sd.mp4?at_=1705958543708&ak_=dfe36b70c7675d7a7efb31476d9c163d&ad_=ce082b1cfd2e0a099d283eae8986b237
第8集 不见的牙齿,https://s138.ananas.chaoxing.com/sv-w9/video/1a/95/96/3870ff9113df2273b3d6c9c5eb5e0e63/sd.mp4?at_=1705958546222&ak_=52d11811eb5b45fb5a002a137887f324&ad_=2da6113bb5860c704a82b9125c0b5fca
第7集 亚力的迷你巡逻队,https://s138.ananas.chaoxing.com/sv-w8/video/0b/a6/22/fceb4b824043fcff04897a900a006165/sd.mp4?at_=1705958548810&ak_=4279e47e93452518c7132772cc9e7db5&ad_=e60253c918f970fa380b8dcd1123eb38
第6集 狗狗拯救幸运项圈,https://s138.ananas.chaoxing.com/sv-w9/video/a8/3c/10/11b5ecd14773d54686dc045845dd8ec7/sd.mp4?at_=1705958551255&ak_=25bf307d0bfd1445890ae0c4b192f79e&ad_=450703be844114fb5e18416e3a8dbebb
第5集 狗狗拯救足球比赛,https://s138.ananas.chaoxing.com/sv-w8/video/c6/34/f7/4730415c8fb5b239e656f9f2eb1b9df5/sd.mp4?at_=1705958553771&ak_=2d4e727c32e192639c71960cf4d322ef&ad_=d81b2d551be229405ffed924a5564874
第4集 狗狗拯救巡逻车,https://s138.ananas.chaoxing.com/sv-w8/video/68/e2/d6/52af54cb0a491f1ee16ff32d7551e174/sd.mp4?at_=1705958556276&ak_=3fdc129a44e8a2da223eb8e6b7d014e1&ad_=d1116a019cee8d2ec8087e2bc3347f8f
第3集 狗狗淘金去,https://s138.ananas.chaoxing.com/sv-w8/video/df/fb/28/0c576a9628a5f44bf0aa29c1b796ac6b/sd.mp4?at_=1705958558127&ak_=4b6e300ef8a0bc9e6bc8fe50257517a8&ad_=ab18d8886120c8b61fd00a4ff0a468ee
第2集 高空走钢丝惊魂记,https://s138.ananas.chaoxing.com/sv-w7/video/2f/a2/f4/8e8ff37c16b975c625ec886c967f4be4/sd.mp4?at_=1705958561462&ak_=f8a97a33e9666b8d624258fb409479ad&ad_=1a8d07f05f69081bfb59e8ae502ed8f8
第1集 狗狗与精灵,https://s138.ananas.chaoxing.com/sv-w8/video/58/3b/94/251f24e3d05d1ca936fca54e586e7a7a/sd.mp4?at_=1705958563825&ak_=d55efed19b07530f6ac14b476f4a60b6&ad_=84dad116bab21292a10d7da1336e14fb


汪汪队立大功第四季,#genre#
第47集 海洋巡逻队 海底城堡救援任务,https://s138.ananas.chaoxing.com/sv-w8/video/30/7c/a7/9c051bf26d5e198f0b7273da2f0a0328/sd.mp4?at_=1705958863820&ak_=697e88a38c3f3d174be3112dcf094da9&ad_=e72ec9e160b90c21ff5b31d42615eb2c
第46集 失踪的皮纳塔,https://s138.ananas.chaoxing.com/sv-w8/video/aa/4b/b1/70559cd8aef5357ff6868309b567906b/sd.mp4?at_=1705958866309&ak_=c20ec5934fc7cbec7bde0f5ca37368f1&ad_=875f8a04afad82ad4b4ff7774323c086
第45集 狗狗拯救韩丁那宝宝,https://s138.ananas.chaoxing.com/sv-w7/video/92/e5/cc/0cebd0c2729221aa099753ef6d63f320/sd.mp4?at_=1705958868823&ak_=ad694d124a17f4e1011824082b3c4e65&ad_=4eec6d3559b8fee437280d598cab5a6e
第44集 丹尼的河马得救了,https://s138.ananas.chaoxing.com/sv-w9/video/84/95/98/00306b509c1988dc1c95487e203e4a77/sd.mp4?at_=1705958871337&ak_=30c23fde8b1df789739dbada9c51125b&ad_=e23f6997ff787d3391a4fc1ce9f82997
第43集 狗狗拯救法兰索瓦企鹅,https://s138.ananas.chaoxing.com/sv-w8/video/7d/1d/8b/a293a013f87dea7cd770aac99717ffde/sd.mp4?at_=1705958873845&ak_=91bd6fe6ba7c0389148844ab83d38470&ad_=467123d5cb6df5826c0f721b2f1709cb
第42集 狗狗拯救小鸡日,https://s138.ananas.chaoxing.com/sv-w9/video/56/c8/80/93d69268ee296e07727f4629fda64464/sd.mp4?at_=1705958876455&ak_=105f6c25ddba936dd87d7f5f2aa67895&ad_=5ae49598c326d1f3ad72ba72154a819f
第41集 狗狗拯救摇滚天王,https://s138.ananas.chaoxing.com/sv-w9/video/10/83/95/79052d796ee81d75f2e6c126b0dfa750/sd.mp4?at_=1705958878883&ak_=2b035de79c27fedb6e05327ca349f0a5&ad_=42a377198022af7c01cffe4b4dfab1ef
第40集 海洋巡逻队 狗狗拯救独角鲸,https://s138.ananas.chaoxing.com/sv-w9/video/c8/bc/db/eeec23ec2816a213d0d847652a8d493c/sd.mp4?at_=1705958881396&ak_=4445e6f208e434193f1c6d4cef1b60a9&ad_=40f60ad6436d56c281f7e7d2164813a9
第39集 海洋巡逻队 狗狗拯救冰冻的比目鱼号,https://s138.ananas.chaoxing.com/sv-w9/video/2d/83/e8/cc2b4b8b513f037d6c3e807cfa83e745/sd.mp4?at_=1705958883909&ak_=5eb2793eb79025e5408db3c7b2818e07&ad_=7d54da21fef9ab06f5228e7ca573a609
第38集 狗狗拯救发抖的羊,https://s138.ananas.chaoxing.com/sv-w7/video/6d/ae/6c/eb7de2bb388f1e21b6f356ee96326222/sd.mp4?at_=1705958886430&ak_=a7e63635f9187816abbb74bcb07cd058&ad_=b986c33056e4e247b4d289615d54ac66
第37集 狗狗拯救逃跑的乌龟,https://s138.ananas.chaoxing.com/sv-w9/video/31/f9/7f/7964bd328b051faf1ad2bacb39223707/sd.mp4?at_=1705958888925&ak_=d6ca303087d386a409460f85136ab632&ad_=d6c609d6462d05292bd9473b52e6ea07
第36集 狗狗拯救青蛙市长,https://s138.ananas.chaoxing.com/sv-w9/video/13/1b/74/ed98ada3807313aa4d8dd105a67d7ada/sd.mp4?at_=1705958891452&ak_=8503d4b06e58b779baef8a02b5a4be7b&ad_=ad919777def78f4c4f871151a3b14a73
第35集 狗狗拯救邮件,https://s138.ananas.chaoxing.com/sv-w7/video/88/e1/ec/c5bb42e6791f52c88738ecb1c24434d4/sd.mp4?at_=1705958893688&ak_=15f11a6029c01ad9e15cc97b158caeb7&ad_=51337b6705cd000cbe05e6e8941181d7
第34集 海洋巡逻队 海盗狗狗来救援,https://s138.ananas.chaoxing.com/sv-w9/video/ae/56/42/3f4115d87ac8e674a99d2fc3dffcd41b/sd.mp4?at_=1705958896486&ak_=814c44b9ad1819295e4feba4c6838e09&ad_=bb258f055a9eae60ffc0a3b607114787
第33集 白云冲浪手,https://s138.ananas.chaoxing.com/sv-w7/video/bc/e5/3e/05f408773da5a8002f94e8c6f96010bc/sd.mp4?at_=1705958898997&ak_=38a1e0ca47a9028122e568903743cfdc&ad_=337236c1d3f9bc6bf5f30e489d58d032
第32集 城市猫咪上山去,https://s138.ananas.chaoxing.com/sv-w8/video/77/c9/c6/5be176989088d02c1b29aed6e9e1810c/sd.mp4?at_=1705958901537&ak_=782fc45656b6528b791f5e6f9a479d1d&ad_=08378e8c3815a69ffba9144eebfe2743
第31集 狗狗拯救好市长,https://s138.ananas.chaoxing.com/sv-w9/video/90/09/c9/8cc7681cdd77a7041d981723c1483437/sd.mp4?at_=1705958904037&ak_=6bd2958f6b97b1d8ee44f0e476846300&ad_=2421600662a49b8f5e6617f1c26a363b
第30集 奇妙的太空岩石,https://s138.ananas.chaoxing.com/sv-w9/video/59/66/8f/b8507ce1d034e9888ab6ff9d4483a998/sd.mp4?at_=1705958906537&ak_=ef6de50f0f1f4fbf114f365703e2db0c&ad_=b6d8762a895229a4a9c948c6dbc1c787
第29集 海洋巡逻队 狗狗拯救码头,https://s138.ananas.chaoxing.com/sv-w8/video/ac/31/f7/7ea2b67ab4aacdf1518f20ffff4c98ca/sd.mp4?at_=1705958909063&ak_=61159adc6b7d38e4625f29592d008739&ad_=40d2839c9dc4379d7842f2e2ff4a732c
第28集 海洋巡逻队 鲨鱼来袭,https://s138.ananas.chaoxing.com/sv-w8/video/fb/8b/ee/0db6852b02b7e90223dd416efa3a3813/sd.mp4?at_=1705958911599&ak_=cf520c358e2c4c96a421b2507d2eb095&ad_=5fcaab785277da25ca04bcea5b95336c
第27集 狗狗拯救农夫亚力,https://s138.ananas.chaoxing.com/sv-w9/video/34/05/b9/00925e75531a7b22cbcb33488085114c/sd.mp4?at_=1705958914098&ak_=65f75d1218250e2c7f37daeb54116e69&ad_=47ff704a48ec552ce25893c38592f710
第26集 狗狗想要凉快一下,https://s138.ananas.chaoxing.com/sv-w8/video/c1/b2/05/ad10601cbd08c9b3e2b546c111cbd8bf/sd.mp4?at_=1705958916608&ak_=f819bbfb6c3fd8da45bda7a35985e5af&ad_=1e5d5ed6fd7dae423fcdfe93fd64ef02
第25集 海洋巡逻队 拯救章鱼宝宝,https://s138.ananas.chaoxing.com/sv-w7/video/47/79/53/cf9fb753cc7f53e8a05960d737464e3d/sd.mp4?at_=1705958919133&ak_=1827913559a59532df061f7128cee325&ad_=71a883202a93fc9b4419e0d23335b9c4
第24集 狗狗拯救由美师父,https://s138.ananas.chaoxing.com/sv-w9/video/86/e3/b8/6a2767d2eaefb74dcb5b25a9f40a0ff2/sd.mp4?at_=1705958921651&ak_=b9581fb4967681aab6b5e87148ebec5b&ad_=72aba4ead2ba95734dc91b46c6dd43fb
第23集 与蝙蝠共舞,https://s138.ananas.chaoxing.com/sv-w9/video/44/c7/1d/0e0c3cf6cb6bf63578174ea329ee4ea3/sd.mp4?at_=1705958924166&ak_=bedfc055b33a84f1bc3550493c02d90a&ad_=9709e0363bd1fcc6c37e005bda239dc4
第22集 狗狗拯救飞天猫,https://s138.ananas.chaoxing.com/sv-w7/video/7c/2b/92/ccd965478b8adcefb860653d42209114/sd.mp4?at_=1705958925984&ak_=5e1c8095b3ba7bae0f794e816dc4be91&ad_=4584329ee79958e3b2bfac1c036aece4
第21集 狗狗拯救大猴子,https://s138.ananas.chaoxing.com/sv-w8/video/d5/c3/02/5e2f1c1b50da094c60f75e89a778d445/sd.mp4?at_=1705958929192&ak_=05122d35693d308eb756c2842cf57b7b&ad_=9751b614a69914fb17eb030417a6fcd6
第20集 狗狗拯救迷你毛毛,https://s138.ananas.chaoxing.com/sv-w9/video/46/a1/9a/3c1d98d728e474d7f7d7fe02338bbe12/sd.mp4?at_=1705958931730&ak_=7543fd1e37fe1689ec4c8090175579ef&ad_=131a840e4c0e6862cff5c733bf5f50bc
第19集 汪汪特派任务 拯救女王宝座,https://s138.ananas.chaoxing.com/sv-w7/video/67/5d/c2/bce0660a7ab07bb939594edd7e854f5a/sd.mp4?at_=1705958934252&ak_=282911c3bc9ab7299d5683d3f6926cde&ad_=7efe4c980f5d82c52aecae30ba026d1d
第18集 狗狗拯救牛仔丹尼,https://s138.ananas.chaoxing.com/sv-w8/video/ed/41/f0/763bd93fdb0a658c57099ee3e2791297/sd.mp4?at_=1705958936859&ak_=35b497daef424bfbe6efcf6cece1cedd&ad_=6f0a1e36da808caec3c1c3c1787fd4cc
第17集 狗狗拯救梦游的熊,https://s138.ananas.chaoxing.com/sv-w8/video/5c/13/35/5c37468e70bcb47b301abfadc44b511c/sd.mp4?at_=1705958941822&ak_=acd1836c3962e10307288a8b7e9c9e3a&ad_=d6e1cecbef9924c6f66ed7f29a730ccc
第16集 小猫咪别飞走,https://s138.ananas.chaoxing.com/sv-w8/video/8b/7d/0e/13333a73347b083d7bf6099add250d61/sd.mp4?at_=1705958939319&ak_=a6c4fbf02ea3abf3beab3ac4d1823b7a&ad_=f883ecb06a05801d40784afc1ccdf7d6
第15集 汪汪特派任务 王室闹鬼记,https://s138.ananas.chaoxing.com/sv-w8/video/ee/26/48/cbbb9d24c30db932de446ab20a760265/sd.mp4?at_=1705958944328&ak_=5326dd550aabca06baa049611f9f52f8&ad_=bd4d58f284c543db11fefa3d036dba22
第14集 狗狗拯救猴丁那,https://s138.ananas.chaoxing.com/sv-w7/video/fc/65/45/00e834d12b472f397a819d42819c9200/sd.mp4?at_=1705958946838&ak_=6b9eb0c894ca4383286e36a9352b16a0&ad_=0d78911f987c61fb9b5edd26e9f333c4
第13集 狗狗拯救摩天轮,https://s138.ananas.chaoxing.com/sv-w8/video/38/1f/af/65dc3257e4d9f48f04a66a478b7aa4ad/sd.mp4?at_=1705958949343&ak_=bf42165704db1cc76bbcbe4e435aef12&ad_=96bd5a38fbfdde44382f5a2cd1737f1b
第12集 狗狗拯救飞天美食,https://s138.ananas.chaoxing.com/sv-w8/video/9d/40/24/7434f9d16cdac69c6a1fbc67b74fa1aa/sd.mp4?at_=1705958954374&ak_=ca0c2969a46146b7ee0865c2f4480416&ad_=d1ee0f9b970b432410f4550f48dc7db0
第11集 惊险的疯狂滑雪,https://s138.ananas.chaoxing.com/sv-w8/video/b7/42/00/4d79b824f27f8ec2407f715d649569d1/sd.mp4?at_=1705958951857&ak_=34a735983262964f1021adb647248de6&ad_=173f5f99094eb7050b9261f0d96351e8
第10集 杰克的生日蛋糕,https://s138.ananas.chaoxing.com/sv-w9/video/09/ce/3b/b312ba03d0d1fd8e17177d60f2954489/sd.mp4?at_=1705958956898&ak_=7144c7c21e9b1bde6bab9ca35b6e765a&ad_=a1a0fbfbddd83478b958523d63645cbe
第9集 狗狗拯救嘉年华,https://s138.ananas.chaoxing.com/sv-w9/video/82/14/35/ce92d142efd129cbdfa94a0d1b73b226/sd.mp4?at_=1705958959417&ak_=6813b9c431b575917e5bec4bf09635ae&ad_=dc3f45086dec3dee920a6756d6ca3162
第8集 仓库动物来过夜,https://s138.ananas.chaoxing.com/sv-w7/video/35/40/30/8c9057277c524727f5d23817999ad6af/sd.mp4?at_=1705958961639&ak_=cb82ea2b7364e5018f70be0b6a2b7d04&ad_=223dc3242ceee5789d5a297879c7b351
第7集 汪汪特派任务 王冠窃案,https://s138.ananas.chaoxing.com/sv-w9/video/2c/6b/85/d09a46ec260a32fe23337858f42f8d27/sd.mp4?at_=1705958964461&ak_=8f00cd5d194a4756964842a3e15d9000&ad_=53c2ea27709dd00f702d5f84b909ab42
第6集 狗狗拯救逃跑的动物,https://s138.ananas.chaoxing.com/sv-w8/video/2d/d4/66/37bcc87e2f65eea0746ce9ef03ee959d/sd.mp4?at_=1705958966948&ak_=7c70d4256f678f00d0aa31fcc414397d&ad_=6547ccb226edca4bce6cc213e1509aa9
第5集 爱玩的火龙,https://s138.ananas.chaoxing.com/sv-w9/video/c8/bd/43/4008da3cb16d0ac668222cc1201120e4/sd.mp4?at_=1705958971980&ak_=d3f35bf9c7eb733ab7b35e96dd6a3823&ad_=886c1df6dfbc5a26f1952cf274ebad37
第4集 混乱的猫展,https://s138.ananas.chaoxing.com/sv-w7/video/d2/06/c2/f94a4d3d28485b5a21fa9e6dd50f9109/sd.mp4?at_=1705958969465&ak_=4b3de962ea9bb5ee584ed9ab64e6ba60&ad_=ebb7fe9ece99210a027cfde176325389
第3集 狗狗拯救小企鹅,https://s138.ananas.chaoxing.com/sv-w7/video/5d/5b/2d/c4d9ffd5d27d9469b5270325e90f6640/sd.mp4?at_=1705958977024&ak_=4ab22ae5e1bdf23b3a82641372b1daba&ad_=2723664a9188a4e4acdc2f5d47b9d633
第2集 辣酱料理比赛,https://s138.ananas.chaoxing.com/sv-w9/video/cc/f3/34/803f510d2bd3c9d82b8399325e2d5f9d/sd.mp4?at_=1705958974507&ak_=32df2ea2509f4b7fa30c1118aa539de5&ad_=c18eaf161241b8ef0c781052b7f3b043
第1集 狗狗拯救飞船,https://s138.ananas.chaoxing.com/sv-w7/video/f0/79/1d/ef44712930459e5c1f6a1679a6f1469b/sd.mp4?at_=1705958979662&ak_=77400e466236d9f51f4289f1f9a70b82&ad_=ac4ebe33e657709014124f3265ca1677

汪汪队立大功第五季,#genre#
S05-26,https://s138.ananas.chaoxing.com/sv-w9/video/57/d9/39/94a634d7651216609b1291be10a29873/sd.mp4?at_=1705959452785&ak_=bbdf4172dcd8eaf87a1c46c10cc5a5b1&ad_=4eb50b252ebdc6240218275d92b8d3bc
S05-25,https://s138.ananas.chaoxing.com/sv-w7/video/61/0b/36/b4bee3fdca1419e71fa7a66219cc2aed/sd.mp4?at_=1705959455245&ak_=f6d52eebca53b89871cf702961c22f99&ad_=aba6f214c8841337b2bfa683bb6a9f4e
S05-24,https://s138.ananas.chaoxing.com/sv-w8/video/90/f7/c1/7ca9be2fc06530be81710d8e1a451529/sd.mp4?at_=1705959457746&ak_=263f1ce7404c63d8c3a28f2dc29c246b&ad_=69ae0f2b306ec6299e17b9c411269b54
S05-23,https://s138.ananas.chaoxing.com/sv-w9/video/78/47/86/89ae4e93b972421f871336904175e66b/sd.mp4?at_=1705959460253&ak_=067772be106f8ce075d5ea5a52daeb59&ad_=78eb906e674226f84b549ea31ff45b5e
S05-22,https://s138.ananas.chaoxing.com/sv-w8/video/3a/d8/f5/a5c6a7813706692a36efafa3d0106db2/sd.mp4?at_=1705959462788&ak_=0dc80c072bbe60990e55996b61c1a946&ad_=5b5ee3e631c8d1edff4e3363521964ce
S05-21,https://s138.ananas.chaoxing.com/sv-w8/video/30/38/39/8aaadff3d75a8a6e48f40d7bb539c35d/sd.mp4?at_=1705959465310&ak_=3cca451f374768be18c2a525343c5606&ad_=d41b601a29b0cc2708391bec4f3ea9b7
S05-20,https://s138.ananas.chaoxing.com/sv-w7/video/43/8a/99/d64de71db375ae64b6e41ba6a63f2bcb/sd.mp4?at_=1705959467808&ak_=d01442f3db72fec1a1b87015dccd9ab5&ad_=99b165c7c2a739b8474c6a02530383bf
S05-19,https://s138.ananas.chaoxing.com/sv-w8/video/97/47/d9/734730f9975cf5e55623007490281dc7/sd.mp4?at_=1705959470334&ak_=bc0cd31bdd49ad2bf2419f2e2a2060e5&ad_=db672383dc52cdb6e9a93624335a06f3
S05-18,https://s138.ananas.chaoxing.com/sv-w9/video/0d/40/5f/f2b0a7d7e6ea70df6ab9dc3fe11789f4/sd.mp4?at_=1705959472832&ak_=22e141bd6bdcb24aceea92b1c32a3e67&ad_=fa1daf9b188e5bb453711fb5664a1452
